order_id,product_id,origin_warehouse,destination_city,order_date,ship_mode,carrier,weight_kg,distance_km,expected_delay_days
116385,P096,Strasbourg,Bordeaux,2024-07-21,Express,UPS,13.91,190,2
116386,P071,Lille,Toulouse,2025-04-21,Express,DHL,9.2,370,2
116387,P019,Strasbourg,Lyon,2025-02-03,Standard,Colissimo,5.18,286,2
116388,P034,Paris,Lyon,2024-12-28,Express,GLS,4.07,346,1
116389,P078,Lille,Lyon,2024-07-21,Express,Chronopost,1.03,491,2
116390,P050,Nantes,Lyon,2025-06-01,Standard,GLS,7.87,610,4
116391,P047,Strasbourg,Nice,2025-06-07,Express,Colissimo,19.7,390,3
116392,P046,Rouen,Paris,2024-12-12,Express,Chronopost,8.02,549,2
116393,P056,Lyon,Marseille,2025-06-01,Express,Colissimo,6.07,201,1
116394,P057,Lyon,Marseille,2025-04-25,Standard,DHL,11.93,123,3
116395,P083,Paris,Toulouse,2025-03-30,Standard,Colissimo,16.67,624,4
116396,P051,Strasbourg,Lyon,2025-03-03,Standard,DHL,3.56,279,1
116397,P054,Lille,Marseille,2024-08-20,Express,Colissimo,3.82,554,2
116398,P090,Nantes,Marseille,2025-06-14,Standard,Chronopost,11.3,119,3
116399,P081,Lyon,Nice,2024-09-28,Express,DHL,17.21,330,3
116400,P028,Lille,Toulouse,2024-10-19,Standard,DHL,12.92,223,3
116401,P019,Lyon,Lyon,2024-12-23,Express,DHL,3.07,564,3
116402,P027,Lyon,Bordeaux,2024-12-06,Standard,UPS,1.57,565,4
116403,P048,Lille,Paris,2025-01-19,Express,Chronopost,1.54,114,1
116404,P019,Rouen,Lyon,2025-05-14,Standard,UPS,0.45,751,5
116405,P097,Rouen,Nice,2025-02-16,Express,UPS,10.41,852,3
116406,P051,Paris,Nice,2025-02-26,Express,DHL,12.54,840,5
116407,P007,Nantes,Toulouse,2024-08-06,Standard,Chronopost,1.3,323,2
116408,P029,Lille,Paris,2024-06-23,Standard,DHL,9.24,226,3
116409,P043,Lyon,Paris,2024-11-29,Standard,DHL,5.74,439,3
116410,P069,Rouen,Marseille,2024-12-02,Standard,GLS,5.8,723,5
116411,P094,Nantes,Marseille,2024-08-06,Express,UPS,17.3,449,3
116412,P058,Strasbourg,Bordeaux,2024-09-11,Standard,Colissimo,0.63,796,5
116413,P008,Nantes,Paris,2024-10-08,Standard,GLS,6.64,845,6
116414,P042,Lille,Toulouse,2025-01-01,Express,GLS,18.5,861,5
116415,P076,Lille,Nice,2024-09-18,Standard,GLS,10.72,685,5
116416,P042,Lille,Marseille,2025-04-29,Express,UPS,18.7,643,5
116417,P013,Rouen,Bordeaux,2024-07-21,Standard,Colissimo,2.27,341,2
116418,P026,Paris,Toulouse,2025-01-07,Standard,UPS,7.57,833,4
116419,P018,Paris,Marseille,2024-10-21,Standard,GLS,11.77,149,2
116420,P042,Paris,Bordeaux,2024-08-07,Standard,Colissimo,17.99,288,4
116421,P051,Nantes,Lyon,2024-07-13,Standard,Colissimo,12.96,176,3
116422,P084,Nantes,Paris,2024-09-23,Express,Chronopost,15.54,123,2
116423,P016,Rouen,Bordeaux,2025-05-15,Standard,Colissimo,10.3,308,3
116424,P003,Lille,Marseille,2024-07-20,Express,Colissimo,8.63,369,2
116425,P091,Lille,Paris,2025-02-09,Express,GLS,11.38,511,4
116426,P079,Lyon,Nice,2024-09-11,Standard,GLS,2.98,570,3
116427,P098,Lyon,Bordeaux,2024-07-08,Express,UPS,17.56,970,5
116428,P045,Lyon,Toulouse,2025-02-15,Standard,UPS,16.12,521,4
116429,P022,Nantes,Bordeaux,2024-08-23,Standard,Colissimo,0.18,939,4
116430,P023,Paris,Toulouse,2025-06-09,Standard,DHL,12.3,786,6
116431,P059,Rouen,Toulouse,2024-11-30,Express,UPS,17.94,261,2
116432,P062,Paris,Bordeaux,2024-09-09,Express,Chronopost,8.39,405,3
116433,P068,Lille,Toulouse,2024-08-22,Standard,Chronopost,4.59,346,3
116434,P054,Lyon,Nice,2024-11-07,Express,DHL,2.54,150,2
116435,P057,Paris,Bordeaux,2024-07-16,Standard,DHL,15.19,541,4
116436,P023,Lille,Nice,2024-08-31,Express,Colissimo,0.55,96,1
116437,P060,Lyon,Bordeaux,2025-01-10,Express,GLS,15.71,268,2
116438,P073,Paris,Lyon,2024-11-27,Express,UPS,16.76,772,4
116439,P088,Paris,Lyon,2025-02-13,Standard,DHL,0.7,272,2
116440,P085,Paris,Lyon,2024-07-24,Standard,UPS,14.85,713,5
116441,P055,Strasbourg,Paris,2024-10-19,Standard,DHL,18.79,854,6
116442,P080,Strasbourg,Marseille,2024-11-25,Standard,Colissimo,13.03,357,3
116443,P063,Lyon,Toulouse,2024-12-02,Standard,GLS,6.3,370,4
116444,P056,Nantes,Paris,2024-11-20,Standard,GLS,11.64,304,3
116445,P055,Lyon,Toulouse,2024-09-19,Standard,UPS,0.45,344,1
116446,P025,Rouen,Bordeaux,2024-08-13,Express,UPS,2.21,81,1
116447,P026,Strasbourg,Marseille,2025-03-13,Standard,GLS,16.54,543,4
116448,P049,Lyon,Bordeaux,2025-05-27,Express,UPS,15.72,407,3
116449,P063,Paris,Paris,2025-01-12,Standard,Chronopost,19.12,648,4
116450,P045,Lille,Paris,2025-02-19,Standard,Colissimo,5.86,184,2
116451,P073,Lille,Toulouse,2024-07-10,Standard,DHL,11.37,433,3
116452,P079,Paris,Bordeaux,2025-02-08,Standard,UPS,15.23,71,3
116453,P039,Nantes,Nice,2024-10-31,Standard,DHL,18.79,738,4
116454,P097,Nantes,Lyon,2025-05-03,Express,UPS,13.99,317,2
116455,P065,Lyon,Lyon,2024-07-21,Express,Chronopost,5.15,768,3
116456,P069,Lyon,Marseille,2024-09-16,Express,Colissimo,2.56,107,1
116457,P056,Lille,Paris,2025-03-17,Express,DHL,8.24,193,1
116458,P009,Paris,Lyon,2024-11-11,Express,Chronopost,7.35,854,4
116459,P070,Paris,Toulouse,2024-11-15,Standard,Chronopost,17.78,661,5
116460,P028,Lyon,Marseille,2025-05-23,Standard,Chronopost,11.41,442,4
116461,P045,Rouen,Lyon,2024-10-31,Standard,GLS,9.55,696,4
116462,P026,Strasbourg,Nice,2024-08-15,Express,UPS,7.99,359,2
116463,P028,Lyon,Bordeaux,2025-04-06,Standard,Colissimo,6.79,826,4
116464,P040,Strasbourg,Lyon,2024-07-08,Standard,Colissimo,2.95,354,3
116465,P015,Lyon,Toulouse,2024-08-11,Express,DHL,8.39,532,3
116466,P006,Nantes,Lyon,2024-09-05,Express,UPS,15.91,557,3
116467,P027,Strasbourg,Marseille,2025-04-12,Standard,Colissimo,18.33,835,6
116468,P038,Lyon,Lyon,2024-11-18,Standard,Colissimo,1.42,659,4
116469,P068,Lyon,Paris,2024-12-04,Express,Chronopost,12.74,360,3
116470,P075,Rouen,Toulouse,2024-07-31,Standard,Colissimo,11.67,212,3
116471,P085,Lille,Nice,2024-12-29,Standard,GLS,16.33,481,5
116472,P064,Lille,Paris,2025-01-16,Express,Colissimo,18.5,591,3
116473,P030,Lyon,Bordeaux,2025-02-07,Standard,Chronopost,2.7,562,3
116474,P082,Paris,Paris,2024-11-26,Express,UPS,10.4,847,3
116475,P099,Lyon,Bordeaux,2024-07-11,Express,Chronopost,15.45,870,4
116476,P003,Nantes,Paris,2024-10-12,Standard,GLS,7.85,132,2
116477,P062,Rouen,Nice,2024-07-24,Express,GLS,8.96,538,3
116478,P012,Lyon,Marseille,2025-02-18,Standard,UPS,10.18,639,4
116479,P091,Lille,Marseille,2024-07-02,Express,Colissimo,9.98,907,4
116480,P030,Lyon,Marseille,2024-11-16,Express,Colissimo,4.98,909,3
116481,P085,Strasbourg,Bordeaux,2024-11-20,Express,DHL,9.14,247,1
116482,P038,Rouen,Lyon,2024-06-26,Standard,GLS,15.58,55,3
116483,P085,Rouen,Nice,2025-05-30,Standard,UPS,18.01,540,5
116484,P060,Paris,Bordeaux,2024-10-30,Standard,Chronopost,15.46,521,3
116485,P038,Paris,Marseille,2024-12-17,Express,DHL,9.24,153,2
116486,P015,Paris,Nice,2024-09-09,Express,GLS,12.3,61,2
116487,P018,Lyon,Nice,2025-02-09,Express,Chronopost,19.58,827,5
116488,P052,Lille,Toulouse,2025-01-12,Express,Chronopost,10.62,267,3
116489,P029,Nantes,Marseille,2024-11-24,Express,Colissimo,1.52,622,1
116490,P060,Lille,Paris,2024-09-07,Standard,Colissimo,11.26,347,4
116491,P021,Rouen,Paris,2025-05-20,Express,GLS,3.88,947,4
116492,P017,Lille,Nice,2024-08-09,Express,UPS,7.25,182,1
116493,P018,Lyon,Paris,2024-08-07,Standard,DHL,9.9,766,4
116494,P057,Paris,Marseille,2024-10-16,Standard,DHL,7.33,852,4
116495,P037,Lille,Lyon,2025-02-20,Express,Colissimo,0.2,458,3
116496,P060,Rouen,Nice,2024-10-02,Express,Colissimo,4.03,232,0
116497,P038,Rouen,Paris,2024-06-21,Express,Colissimo,6.49,106,2
116498,P012,Nantes,Nice,2024-08-17,Standard,Colissimo,13.91,685,5
116499,P075,Lille,Toulouse,2025-03-26,Express,Colissimo,2.27,447,2
116500,P084,Lyon,Nice,2025-03-20,Express,GLS,8.88,800,3
116501,P073,Rouen,Nice,2024-07-22,Express,GLS,16.61,379,2
116502,P001,Nantes,Marseille,2024-12-10,Express,GLS,18.87,371,3
116503,P058,Strasbourg,Nice,2025-01-31,Standard,GLS,8.2,71,2
116504,P003,Rouen,Bordeaux,2025-01-19,Express,UPS,5.31,638,3
116505,P063,Nantes,Bordeaux,2024-10-05,Standard,Colissimo,17.7,471,5
116506,P021,Rouen,Bordeaux,2024-12-18,Express,Colissimo,17.57,811,5
116507,P023,Lyon,Bordeaux,2025-04-10,Express,DHL,10.15,678,2
116508,P009,Lyon,Marseille,2024-09-21,Express,GLS,13.69,469,3
116509,P083,Rouen,Paris,2024-11-15,Express,UPS,14.21,542,3
116510,P055,Strasbourg,Marseille,2024-08-21,Express,UPS,17.7,518,4
116511,P019,Strasbourg,Toulouse,2025-01-02,Express,Chronopost,16.11,938,4
116512,P062,Paris,Toulouse,2025-04-21,Standard,DHL,15.86,888,5
116513,P087,Lyon,Bordeaux,2025-05-28,Express,Colissimo,7.29,801,3
116514,P091,Lyon,Marseille,2024-06-23,Standard,GLS,13.13,759,5
116515,P091,Nantes,Nice,2025-04-05,Standard,Chronopost,18.61,658,6
116516,P039,Nantes,Bordeaux,2024-12-15,Standard,UPS,16.07,576,5
116517,P100,Lille,Toulouse,2025-03-05,Standard,Chronopost,14.18,958,6
116518,P076,Lille,Paris,2024-10-04,Express,GLS,15.04,902,5
116519,P027,Lyon,Marseille,2024-07-14,Express,DHL,15.53,188,2
116520,P046,Strasbourg,Nice,2024-09-11,Standard,DHL,13.52,863,5
116521,P034,Lyon,Nice,2025-06-12,Standard,Colissimo,3.4,244,2
116522,P033,Rouen,Bordeaux,2025-01-30,Standard,Colissimo,1.21,132,1
116523,P092,Paris,Bordeaux,2024-09-24,Express,GLS,2.33,384,1
116524,P095,Rouen,Nice,2025-02-11,Express,Colissimo,0.83,167,1
116525,P096,Strasbourg,Paris,2025-03-30,Express,GLS,16.26,694,4
116526,P050,Strasbourg,Nice,2024-09-20,Express,DHL,6.5,989,3
116527,P020,Lyon,Marseille,2025-04-29,Standard,GLS,16.07,536,4
116528,P040,Nantes,Lyon,2025-06-10,Express,UPS,16.9,137,3
116529,P099,Lille,Lyon,2024-12-14,Express,GLS,19.41,981,5
116530,P095,Strasbourg,Lyon,2025-02-24,Standard,Chronopost,7.66,403,3
116531,P058,Paris,Bordeaux,2024-11-27,Standard,DHL,10.23,711,4
116532,P031,Nantes,Bordeaux,2024-12-30,Express,Chronopost,1.78,390,2
116533,P038,Lyon,Marseille,2024-11-08,Express,Colissimo,14.61,61,2
116534,P086,Paris,Marseille,2025-05-14,Express,Chronopost,5.27,71,2
116535,P045,Strasbourg,Marseille,2025-04-13,Standard,DHL,5.91,442,4
116536,P041,Paris,Lyon,2025-06-03,Express,Colissimo,8.44,427,2
116537,P009,Lille,Toulouse,2025-03-28,Express,UPS,14.74,231,3
116538,P009,Paris,Paris,2024-11-14,Standard,Colissimo,14.34,562,4
116539,P063,Lyon,Nice,2025-04-27,Standard,Chronopost,9.25,789,5
116540,P079,Lille,Paris,2024-09-18,Express,DHL,19.7,359,3
116541,P077,Lyon,Lyon,2024-10-15,Express,Chronopost,8.42,755,3
116542,P022,Paris,Toulouse,2025-05-15,Express,GLS,2.28,139,0
116543,P016,Strasbourg,Bordeaux,2025-06-04,Express,Colissimo,11.27,466,2
116544,P032,Lyon,Lyon,2024-08-11,Express,DHL,10.74,918,4
116545,P066,Nantes,Nice,2025-01-30,Standard,UPS,3.65,458,3
116546,P090,Paris,Paris,2024-12-05,Standard,GLS,0.47,782,4
116547,P014,Strasbourg,Toulouse,2024-07-08,Standard,Chronopost,18.13,596,4
116548,P038,Rouen,Bordeaux,2025-03-17,Standard,Colissimo,12.8,925,5
116549,P098,Rouen,Marseille,2025-01-13,Express,Colissimo,12.77,774,4
116550,P008,Nantes,Paris,2025-05-17,Express,DHL,5.75,90,0
116551,P100,Rouen,Toulouse,2025-01-17,Standard,DHL,19.68,504,5
116552,P021,Rouen,Nice,2024-08-04,Express,DHL,6.98,717,3
116553,P056,Lille,Paris,2024-07-30,Express,UPS,19.47,193,4
116554,P046,Strasbourg,Lyon,2025-05-19,Standard,GLS,15.77,730,5
116555,P043,Strasbourg,Lyon,2024-11-26,Standard,DHL,2.44,649,4
116556,P092,Lyon,Bordeaux,2024-11-25,Standard,Colissimo,6.59,551,3
116557,P046,Strasbourg,Lyon,2024-11-14,Standard,Colissimo,19.8,761,6
116558,P048,Paris,Nice,2025-03-02,Express,GLS,17.3,337,2
116559,P070,Strasbourg,Marseille,2024-11-06,Express,GLS,5.28,666,2
116560,P084,Rouen,Toulouse,2025-01-15,Standard,UPS,9.39,854,4
116561,P031,Paris,Lyon,2024-11-02,Express,UPS,9.34,678,3
116562,P033,Nantes,Paris,2025-06-12,Express,Chronopost,5.29,483,2
116563,P044,Rouen,Bordeaux,2024-11-09,Express,GLS,6.91,72,1
116564,P071,Lille,Toulouse,2024-09-19,Standard,UPS,0.89,359,2
116565,P008,Paris,Nice,2025-02-28,Standard,DHL,16.11,317,4
116566,P073,Nantes,Bordeaux,2025-02-23,Standard,Chronopost,2.89,704,4
116567,P002,Lille,Lyon,2024-09-18,Standard,GLS,16.88,70,3
116568,P017,Strasbourg,Marseille,2025-06-01,Standard,UPS,8.57,991,5
116569,P052,Strasbourg,Paris,2025-04-06,Express,GLS,17.31,136,1
116570,P045,Lyon,Marseille,2025-03-01,Express,UPS,18.73,881,5
116571,P037,Nantes,Lyon,2024-06-23,Standard,Colissimo,18.24,947,6
116572,P042,Lille,Lyon,2025-04-15,Standard,GLS,17.96,854,5
116573,P044,Paris,Toulouse,2025-05-06,Express,Chronopost,3.8,294,1
116574,P081,Lille,Paris,2024-11-26,Standard,Colissimo,14.37,185,3
116575,P038,Nantes,Lyon,2024-06-20,Standard,GLS,7.92,466,4
116576,P099,Lyon,Lyon,2025-03-30,Express,GLS,16.33,209,2
116577,P094,Lyon,Marseille,2024-06-27,Express,DHL,18.51,558,3
116578,P006,Nantes,Marseille,2024-07-25,Express,Chronopost,9.22,169,1
116579,P068,Strasbourg,Nice,2025-02-03,Express,Chronopost,12.83,459,3
116580,P051,Paris,Marseille,2024-12-26,Standard,GLS,4.14,614,3
116581,P035,Lyon,Nice,2024-10-23,Express,GLS,12.22,713,4
116582,P058,Rouen,Paris,2025-05-06,Express,GLS,2.11,593,3
116583,P057,Strasbourg,Paris,2025-03-07,Standard,Chronopost,9.59,555,4
116584,P073,Rouen,Marseille,2025-06-07,Standard,GLS,3.6,322,2
116585,P006,Lyon,Bordeaux,2025-02-19,Standard,Colissimo,10.49,828,5
116586,P013,Paris,Nice,2025-05-09,Express,UPS,16.76,443,3
116587,P059,Paris,Marseille,2025-04-28,Standard,DHL,13.39,866,5
116588,P086,Paris,Paris,2025-04-23,Express,DHL,19.72,752,4
116589,P092,Paris,Paris,2025-01-16,Express,Colissimo,17.53,747,5
116590,P030,Paris,Bordeaux,2025-04-12,Express,GLS,6.87,147,0
116591,P100,Lille,Nice,2024-07-08,Standard,Chronopost,5.14,816,4
116592,P002,Lyon,Paris,2025-03-17,Standard,Chronopost,11.68,394,4
116593,P058,Nantes,Bordeaux,2024-09-04,Express,Colissimo,18.15,135,2
116594,P036,Strasbourg,Lyon,2025-05-27,Standard,UPS,12.71,161,2
116595,P072,Rouen,Bordeaux,2025-02-22,Standard,DHL,14.19,75,2
116596,P045,Lyon,Marseille,2024-11-29,Express,DHL,5.8,426,2
116597,P009,Rouen,Paris,2024-06-19,Express,UPS,6.56,915,4
116598,P065,Lyon,Toulouse,2024-11-07,Standard,UPS,7.9,593,4
116599,P077,Lyon,Lyon,2025-06-05,Express,UPS,8.76,518,2
116600,P050,Rouen,Marseille,2025-04-01,Standard,Colissimo,13.27,407,4
116601,P079,Paris,Toulouse,2025-02-15,Standard,Colissimo,2.96,818,4
116602,P032,Rouen,Nice,2024-12-09,Express,GLS,8.49,778,3
116603,P098,Rouen,Lyon,2025-02-25,Standard,Colissimo,18.87,676,6
116604,P043,Rouen,Paris,2025-05-20,Express,UPS,14.48,329,3
116605,P095,Paris,Lyon,2024-06-30,Express,GLS,4.41,136,0
116606,P078,Lyon,Paris,2025-05-02,Express,DHL,2.86,452,1
116607,P054,Nantes,Bordeaux,2024-11-17,Express,Colissimo,6.51,679,2
116608,P047,Nantes,Toulouse,2025-05-28,Standard,Chronopost,11.61,407,3
116609,P014,Lyon,Nice,2024-10-04,Standard,Colissimo,0.43,589,3
116610,P048,Rouen,Toulouse,2024-10-26,Standard,DHL,11.76,560,4
116611,P055,Lyon,Toulouse,2024-10-08,Express,UPS,17.15,834,3
116612,P029,Lille,Marseille,2024-11-13,Standard,UPS,13.46,746,5
116613,P047,Lyon,Bordeaux,2025-04-10,Express,Colissimo,11.1,497,2
116614,P063,Lille,Nice,2025-06-01,Standard,Chronopost,15.27,277,4
116615,P019,Strasbourg,Lyon,2024-07-30,Express,UPS,9.48,317,3
116616,P091,Strasbourg,Marseille,2025-01-21,Express,Colissimo,2.48,886,3
116617,P009,Nantes,Marseille,2024-10-13,Express,UPS,19.13,708,4
116618,P037,Nantes,Toulouse,2024-06-20,Express,DHL,10.52,732,3
116619,P092,Nantes,Marseille,2025-06-03,Express,UPS,8.84,759,3
116620,P052,Rouen,Marseille,2024-07-16,Standard,Chronopost,17.58,955,6
116621,P057,Lille,Toulouse,2025-05-28,Standard,DHL,2.73,673,3
116622,P088,Lille,Toulouse,2024-08-11,Express,DHL,9.57,506,2
116623,P028,Lille,Nice,2025-05-27,Standard,Chronopost,3.36,493,3
116624,P036,Lyon,Paris,2024-10-28,Standard,Chronopost,10.59,796,6
116625,P064,Rouen,Lyon,2025-03-09,Standard,Colissimo,7.71,809,5
116626,P018,Strasbourg,Marseille,2024-08-07,Express,Chronopost,6.17,640,3
116627,P089,Nantes,Marseille,2024-09-09,Standard,Chronopost,7.05,783,4
116628,P035,Strasbourg,Nice,2025-02-23,Standard,Chronopost,18.44,937,7
116629,P068,Lyon,Lyon,2025-02-26,Standard,UPS,8.44,848,5
116630,P078,Rouen,Paris,2024-09-01,Express,Chronopost,8.07,767,4
116631,P039,Nantes,Bordeaux,2024-11-14,Standard,DHL,3.52,452,2
116632,P090,Lille,Paris,2024-10-04,Express,Colissimo,14.18,884,4
116633,P008,Lille,Paris,2024-09-09,Standard,GLS,8.18,414,2
116634,P088,Strasbourg,Bordeaux,2024-08-06,Express,Colissimo,0.54,613,3
116635,P080,Lille,Toulouse,2025-06-03,Express,Chronopost,9.87,922,5
116636,P084,Paris,Lyon,2024-09-08,Express,Chronopost,13.13,668,5
116637,P015,Lille,Paris,2024-12-02,Express,DHL,6.93,758,3
116638,P007,Nantes,Nice,2024-08-03,Standard,DHL,7.81,731,5
116639,P017,Lyon,Nice,2025-06-06,Standard,Colissimo,0.37,368,1
116640,P086,Lyon,Toulouse,2025-04-17,Standard,UPS,19.73,168,4
116641,P086,Paris,Bordeaux,2024-12-18,Standard,Colissimo,19.66,440,5
116642,P064,Paris,Lyon,2025-03-19,Standard,GLS,8.18,326,2
116643,P012,Nantes,Marseille,2025-05-14,Express,Chronopost,17.02,93,2
116644,P082,Rouen,Bordeaux,2024-10-06,Standard,GLS,14.17,624,5
116645,P056,Paris,Toulouse,2024-07-23,Standard,UPS,12.53,759,5
116646,P046,Strasbourg,Nice,2024-11-30,Standard,DHL,17.31,231,3
116647,P047,Paris,Nice,2024-09-06,Standard,Chronopost,14.18,843,5
116648,P079,Nantes,Nice,2024-07-08,Express,Chronopost,5.77,466,2
116649,P016,Strasbourg,Paris,2025-02-22,Standard,Colissimo,16.28,727,5
116650,P069,Lyon,Nice,2024-08-02,Standard,UPS,17.81,413,4
116651,P002,Nantes,Marseille,2025-06-17,Standard,Chronopost,8.01,848,4
116652,P092,Lille,Paris,2025-01-08,Express,DHL,15.76,446,4
116653,P054,Rouen,Nice,2025-02-16,Express,GLS,17.66,707,6
116654,P027,Paris,Paris,2024-07-17,Express,Colissimo,2.1,912,4
116655,P031,Rouen,Marseille,2025-02-22,Standard,Chronopost,19.86,148,3
116656,P041,Nantes,Toulouse,2024-11-25,Standard,Colissimo,12.6,815,5
116657,P036,Lyon,Toulouse,2024-11-01,Express,UPS,5.86,200,1
116658,P047,Rouen,Bordeaux,2025-05-28,Express,UPS,18.61,299,3
116659,P043,Paris,Toulouse,2024-08-12,Standard,UPS,12.02,59,2
116660,P065,Lille,Toulouse,2025-03-01,Standard,Colissimo,18.33,981,6
116661,P050,Rouen,Toulouse,2025-05-17,Express,Colissimo,17.0,966,5
116662,P093,Nantes,Paris,2025-04-10,Standard,UPS,11.93,951,5
116663,P001,Strasbourg,Paris,2024-08-12,Standard,Colissimo,15.43,707,5
116664,P072,Nantes,Marseille,2025-01-08,Express,UPS,19.64,990,5
116665,P057,Rouen,Lyon,2024-07-25,Express,GLS,10.45,828,4
116666,P016,Nantes,Nice,2024-11-20,Express,GLS,1.71,229,1
116667,P028,Strasbourg,Nice,2024-09-25,Express,Chronopost,12.57,524,3
116668,P086,Rouen,Marseille,2024-12-12,Express,Chronopost,8.83,395,2
116669,P082,Rouen,Paris,2024-08-23,Standard,Chronopost,0.13,566,3
116670,P022,Lyon,Lyon,2025-04-21,Standard,UPS,7.56,978,4
116671,P041,Nantes,Marseille,2025-04-06,Standard,DHL,11.06,820,4
116672,P076,Strasbourg,Toulouse,2024-12-19,Standard,Chronopost,7.51,651,5
116673,P019,Lyon,Marseille,2025-01-22,Express,Colissimo,9.51,382,3
116674,P089,Strasbourg,Bordeaux,2024-12-27,Express,DHL,11.37,616,4
116675,P050,Nantes,Bordeaux,2024-07-21,Standard,DHL,16.19,640,4
116676,P059,Lyon,Bordeaux,2024-11-02,Express,Chronopost,15.88,676,4
116677,P069,Lille,Paris,2024-07-27,Standard,Chronopost,19.19,512,4
116678,P034,Nantes,Lyon,2025-02-09,Express,DHL,2.32,825,3
116679,P039,Lyon,Marseille,2025-02-22,Standard,Colissimo,6.72,433,2
116680,P074,Strasbourg,Lyon,2025-02-19,Express,DHL,16.1,783,5
116681,P007,Lille,Toulouse,2024-06-18,Express,GLS,10.79,103,1
116682,P052,Lille,Paris,2025-02-16,Express,DHL,19.64,376,4
116683,P060,Strasbourg,Bordeaux,2025-01-28,Express,GLS,14.22,479,2
116684,P052,Lille,Marseille,2025-04-20,Standard,Colissimo,2.92,209,2
116685,P079,Lyon,Toulouse,2025-06-10,Standard,GLS,13.35,447,4
116686,P024,Lille,Marseille,2025-03-16,Standard,Chronopost,11.33,145,2
116687,P026,Paris,Bordeaux,2024-09-17,Standard,Chronopost,1.68,66,2
116688,P090,Nantes,Nice,2024-12-10,Express,DHL,16.7,597,3
116689,P090,Paris,Paris,2025-06-10,Standard,DHL,17.87,347,4
116690,P010,Paris,Bordeaux,2024-10-05,Express,DHL,7.66,211,1
116691,P017,Nantes,Toulouse,2024-08-18,Standard,GLS,12.53,232,4
116692,P078,Paris,Toulouse,2024-11-04,Express,Colissimo,15.19,495,3
116693,P002,Lille,Nice,2024-11-02,Standard,Colissimo,14.76,711,5
116694,P077,Rouen,Paris,2024-12-31,Express,DHL,12.85,492,2
116695,P027,Paris,Lyon,2025-01-14,Express,DHL,10.59,815,4
116696,P073,Strasbourg,Paris,2025-05-14,Express,Colissimo,5.1,786,4
116697,P071,Nantes,Nice,2024-12-30,Express,Chronopost,19.52,172,3
116698,P048,Lyon,Paris,2024-11-21,Standard,DHL,18.27,424,5
116699,P074,Lyon,Nice,2024-12-21,Standard,Chronopost,3.49,965,5
116700,P009,Lille,Toulouse,2024-09-18,Express,GLS,6.28,199,2
116701,P086,Paris,Nice,2025-03-10,Express,GLS,1.64,304,1
116702,P023,Rouen,Bordeaux,2024-09-21,Express,DHL,15.61,81,1
116703,P071,Lyon,Marseille,2024-09-01,Standard,GLS,3.44,790,4
116704,P073,Rouen,Paris,2025-06-10,Standard,DHL,2.22,157,1
116705,P027,Strasbourg,Marseille,2025-05-03,Express,DHL,9.07,121,1
116706,P088,Lille,Nice,2024-11-19,Express,GLS,14.22,594,3
116707,P093,Strasbourg,Nice,2024-08-19,Express,DHL,3.97,978,3
116708,P081,Nantes,Toulouse,2025-05-30,Standard,Chronopost,12.69,628,4
116709,P084,Nantes,Marseille,2025-03-31,Standard,Chronopost,11.13,583,4
116710,P071,Lille,Lyon,2024-12-14,Express,UPS,15.63,728,4
116711,P043,Strasbourg,Marseille,2024-08-11,Express,UPS,9.21,278,1
116712,P007,Rouen,Toulouse,2024-12-27,Standard,GLS,14.18,656,5
116713,P092,Strasbourg,Marseille,2024-08-20,Express,Colissimo,15.48,223,2
116714,P083,Rouen,Lyon,2025-02-03,Express,DHL,4.93,827,3
116715,P063,Rouen,Nice,2025-06-02,Standard,Chronopost,1.37,747,4
116716,P084,Lille,Paris,2024-09-06,Standard,UPS,14.64,300,2
116717,P044,Lyon,Lyon,2025-04-13,Standard,Colissimo,16.99,219,4
116718,P039,Lyon,Paris,2024-10-07,Express,GLS,8.31,153,1
116719,P040,Paris,Lyon,2024-09-03,Express,GLS,5.86,428,2
116720,P007,Nantes,Toulouse,2024-10-22,Express,UPS,11.84,797,4
116721,P070,Strasbourg,Lyon,2024-09-03,Express,Colissimo,13.52,451,2
116722,P025,Nantes,Nice,2024-10-10,Express,GLS,11.4,740,3
116723,P059,Paris,Toulouse,2025-01-18,Express,Colissimo,3.73,51,1
116724,P013,Rouen,Toulouse,2024-10-30,Standard,Colissimo,19.54,975,6
116725,P086,Lille,Lyon,2025-01-29,Express,DHL,0.47,778,2
116726,P081,Nantes,Marseille,2025-01-19,Express,Colissimo,10.21,604,2
116727,P086,Rouen,Nice,2024-08-08,Express,DHL,2.31,802,3
116728,P098,Lyon,Toulouse,2025-01-18,Express,Chronopost,7.16,921,4
116729,P062,Rouen,Nice,2024-12-17,Express,UPS,13.26,395,3
116730,P008,Paris,Bordeaux,2024-07-03,Express,Chronopost,2.48,805,4
116731,P045,Lille,Marseille,2024-09-06,Express,Colissimo,19.07,686,4
116732,P018,Strasbourg,Nice,2024-12-19,Express,Colissimo,1.77,394,1
116733,P088,Nantes,Marseille,2024-12-27,Express,GLS,7.67,262,1
116734,P060,Paris,Lyon,2024-12-27,Express,GLS,8.89,248,2
116735,P060,Lyon,Marseille,2024-11-10,Standard,Chronopost,7.27,926,4
116736,P002,Lyon,Bordeaux,2024-09-14,Express,UPS,15.84,244,2
116737,P066,Strasbourg,Lyon,2025-06-04,Standard,GLS,17.68,849,5
